first_name,last_name,email,birth_date,country,gpa,major,iq,registrations
Pennie,Mallebone,pmallebonefj@1und1.de,1/22/1978,China,2.53,Political Science,95,"[{'grade_type': 'A_THROU_F', 'point_percent': 80, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'A_THROU_F', 'point_percent': 96, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'PASS_FAIL', 'point_percent': 100, 'course': 'Sacred Writing'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Post-Classical History'}]"
Peterus,Pover,ppoverfk@google.com.br,4/29/1986,Poland,3.7,Education,93,"[{'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Sacred Writing'}, {'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Science: History and Methodology'}]"
Adara,Wiseman,awisemanfl@google.de,2/3/1926,Cyprus,2.09,Business,104,"[{'grade_type': 'AUDIT', 'point_percent': 98, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 86, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Intro to College English'}, {'grade_type': 'A_THROU_F', 'point_percent': 96, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'PASS_FAIL', 'point_percent': 88, 'course': 'Literary Themes'}]"
Eal,Vagges,evaggesfm@hao123.com,10/28/1923,Dominican Republic,1.9,American Studies,87,"[{'grade_type': 'PASS_FAIL', 'point_percent': 99, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 81, 'course': 'Literary Genres'}, {'grade_type': 'A_THROU_F', 'point_percent': 79, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 91, 'course': 'Principles of Mathematics and Logic'}]"
Faythe,Haggart,fhaggartfn@privacy.gov.au,7/26/1927,Brazil,3.4,Economics,105,"[{'grade_type': 'A_THROU_F', 'point_percent': 88, 'course': 'Applied Themes in English'}, {'grade_type': 'AUDIT', 'point_percent': 84, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'PASS_FAIL', 'point_percent': 85, 'course': 'Sacred Writing'}, {'grade_type': 'PASS_FAIL', 'point_percent': 98, 'course': 'Modern History-19th and 20th Centuries'}]"
Mabel,Fusco,mfuscofo@meetup.com,3/28/1988,Sweden,2.31,Sociology,80,"[{'grade_type': 'A_THROU_F', 'point_percent': 97, 'course': 'World Views'}, {'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 85, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'A_THROU_F', 'point_percent': 82, 'course': 'Greco-Roman Tradition'}]"
Vinny,Vickers,vvickersfp@posterous.com,10/12/1934,Honduras,1.62,Philosophy,109,"[{'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'Intro to College English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 100, 'course': 'Greco-Roman Tradition'}]"
Berry,Braxton,bbraxtonfq@ovh.net,10/3/1960,France,3.41,Computer Science,123,"[{'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Ancient Philosophy'}]"
Anya,Jozaitis,ajozaitisfr@washingtonpost.com,2/25/1951,Poland,2.13,Anthropology,102,"[{'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'PASS_FAIL', 'point_percent': 82, 'course': 'Science: History and Methodology'}, {'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 80, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Sacred Writing'}]"
Noni,Helian,nhelianfs@jiathis.com,4/6/1927,Ukraine,2.21,Political Science,128,"[{'grade_type': 'AUDIT', 'point_percent': 93, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 91, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 84, 'course': 'Sacred Writing'}, {'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Knowledge'}]"
Grover,O'Hederscoll,gohederscollft@usnews.com,11/8/1947,China,1.88,Education,120,"[{'grade_type': 'A_THROU_F', 'point_percent': 100, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 89, 'course': 'Knowledge'}, {'grade_type': 'AUDIT', 'point_percent': 76, 'course': 'Literary Themes'}]"
Heath,MacAlpyne,hmacalpynefu@taobao.com,5/10/1957,Guatemala,3.61,Pre-Med,101,"[{'grade_type': 'AUDIT', 'point_percent': 89, 'course': 'Literary Themes'}, {'grade_type': 'PASS_FAIL', 'point_percent': 76, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 88, 'course': 'Knowledge'}]"
Pail,Jakubski,pjakubskifv@cisco.com,2/25/1947,China,2.37,Pre-Med,85,"[{'grade_type': 'PASS_FAIL', 'point_percent': 98, 'course': 'Science: History and Methodology'}, {'grade_type': 'A_THROU_F', 'point_percent': 97, 'course': 'Modern Philosophy'}]"
Nikki,McBrier,nmcbrierfw@artisteer.com,4/21/1928,Poland,2.78,Communications,113,"[{'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 85, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 99, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 97, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 100, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Chev,Fussey,cfusseyfx@wufoo.com,10/9/1944,Indonesia,1.67,Pre-Med,116,"[{'grade_type': 'AUDIT', 'point_percent': 92, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'A_THROU_F', 'point_percent': 79, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'A_THROU_F', 'point_percent': 92, 'course': 'Post-Classical History'}]"
Alvin,Defrain,adefrainfy@issuu.com,9/1/1952,Philippines,2.52,Mathematics,126,"[{'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Post-Classical History'}, {'grade_type': 'PASS_FAIL', 'point_percent': 80, 'course': 'Literary Genres'}]"
Dael,Simonutti,dsimonuttifz@examiner.com,1/21/1937,Germany,3.01,Mathematics,84,"[{'grade_type': 'AUDIT', 'point_percent': 99, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Applied Themes in English'}, {'grade_type': 'AUDIT', 'point_percent': 94, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'A_THROU_F', 'point_percent': 91, 'course': 'Applied Ethics in Humanities'}]"
Hanny,Darrington,hdarringtong0@123-reg.co.uk,8/21/1971,China,2.47,Computer Science,124,"[{'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Ancient Philosophy'}]"
Faulkner,Paten,fpateng1@intel.com,3/25/1927,Indonesia,3.77,Education,109,"[{'grade_type': 'AUDIT', 'point_percent': 76, 'course': 'Ancient Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Intro to College English'}, {'grade_type': 'A_THROU_F', 'point_percent': 94, 'course': 'World Views'}]"
Moria,Boeck,mboeckg2@yellowbook.com,10/16/1939,Indonesia,2.2,Political Science,84,"[{'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Post-Classical History'}, {'grade_type': 'PASS_FAIL', 'point_percent': 96, 'course': 'Renaissance to Baroque Art'}]"
,,,,,,Computer Science,80,"[{'grade_type': 'AUDIT', 'point_percent': 98, 'course': 'Literary Genres'}, {'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'Principles of Mathematics and Logic'}]"
Cacilia,Antonowicz,cantonowiczg4@t.co,6/7/1926,Philippines,1.96,Sociology,85,"[{'grade_type': 'PASS_FAIL', 'point_percent': 88, 'course': 'Post-Classical History'}, {'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Literary Genres'}]"
Panchito,Kunrad,pkunradg5@sogou.com,12/29/1985,Indonesia,3.49,Economics,124,"[{'grade_type': 'A_THROU_F', 'point_percent': 83, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 98, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Greco-Roman Tradition'}]"
Heloise,Dunsford,hdunsfordg6@unc.edu,8/30/1964,China,1.66,Sociology,84,"[{'grade_type': 'PASS_FAIL', 'point_percent': 75, 'course': 'Greco-Roman Tradition'}]"
Dillon,Farrah,dfarrahg7@msu.edu,1/15/1942,El Salvador,1.66,American Studies,125,"[{'grade_type': 'AUDIT', 'point_percent': 85, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 76, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 84, 'course': 'Modern Philosophy'}]"
Matthew,Beaufoy,mbeaufoyg8@ucsd.edu,5/15/1939,Russia,2.21,Pre-Med,107,"[{'grade_type': 'AUDIT', 'point_percent': 100, 'course': 'Knowledge'}, {'grade_type': 'PASS_FAIL', 'point_percent': 84, 'course': 'World Views'}, {'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Intro to College English'}, {'grade_type': 'A_THROU_F', 'point_percent': 76, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Applied Themes in English'}]"
Arlana,Fredson,afredsong9@youtube.com,12/18/1994,Poland,2.16,Pre-Med,111,"[{'grade_type': 'PASS_FAIL', 'point_percent': 88, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 86, 'course': 'Post-Classical History'}, {'grade_type': 'AUDIT', 'point_percent': 77, 'course': 'Literary Themes'}, {'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Greco-Roman Tradition'}]"
Verna,Jurries,vjurriesga@meetup.com,1/13/1951,Russia,2.47,Mathematics,120,"[{'grade_type': 'A_THROU_F', 'point_percent': 88, 'course': 'Knowledge'}, {'grade_type': 'PASS_FAIL', 'point_percent': 90, 'course': 'Post-Classical History'}]"
Consuelo,Dooher,cdoohergb@utexas.edu,9/2/1973,Sri Lanka,2.12,Pre-Med,105,"[{'grade_type': 'A_THROU_F', 'point_percent': 99, 'course': 'Modern Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 94, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'PASS_FAIL', 'point_percent': 78, 'course': 'World Views'}]"
Ekaterina,Goade,egoadegc@trellian.com,12/25/1966,Portugal,3.04,Pre-Med,98,"[{'grade_type': 'A_THROU_F', 'point_percent': 82, 'course': 'World Views'}, {'grade_type': 'AUDIT', 'point_percent': 75, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 84, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 84, 'course': 'Post-Classical History'}, {'grade_type': 'A_THROU_F', 'point_percent': 77, 'course': 'Applied Themes in English'}]"
Melosa,Dreinan,mdreinangd@acquirethisname.com,4/15/1967,China,1.64,Economics,84,"[{'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Science: History and Methodology'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Principles of Mathematics and Logic'}]"
Vittoria,Bruff,vbruffge@comcast.net,9/4/1978,Russia,3.12,Philosophy,116,"[{'grade_type': 'PASS_FAIL', 'point_percent': 78, 'course': 'Literary Genres'}, {'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'AUDIT', 'point_percent': 77, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 92, 'course': 'Renaissance to Baroque Art'}]"
Ruthie,Mabbe,rmabbegf@drupal.org,5/14/1968,Brazil,2.07,Political Science,124,"[{'grade_type': 'A_THROU_F', 'point_percent': 94, 'course': 'Science: History and Methodology'}, {'grade_type': 'A_THROU_F', 'point_percent': 77, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'AUDIT', 'point_percent': 84, 'course': 'Literary Genres'}, {'grade_type': 'PASS_FAIL', 'point_percent': 77, 'course': 'Ancient Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 100, 'course': 'Applied Ethics in Humanities'}]"
Kali,Gieraths,kgierathsgg@vk.com,2/27/1986,Armenia,2.59,Economics,120,"[{'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Greco-Roman Tradition'}]"
Dunstan,Marvelley,dmarvelleygh@zdnet.com,5/29/1955,Mongolia,3.77,Sociology,102,"[{'grade_type': 'PASS_FAIL', 'point_percent': 97, 'course': 'Post-Classical History'}, {'grade_type': 'PASS_FAIL', 'point_percent': 94, 'course': 'Literary Genres'}, {'grade_type': 'PASS_FAIL', 'point_percent': 76, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Intro to College English'}]"
Gavin,Gabb,ggabbgi@gnu.org,11/22/1999,Haiti,3.69,Political Science,87,"[{'grade_type': 'A_THROU_F', 'point_percent': 87, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'AUDIT', 'point_percent': 85, 'course': 'Intro to College English'}]"
Fayina,Wagenen,fwagenengj@huffingtonpost.com,2/1/1965,Philippines,1.84,American Studies,117,"[{'grade_type': 'AUDIT', 'point_percent': 84, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'A_THROU_F', 'point_percent': 96, 'course': 'Intro to College English'}]"
Penny,Wagge,pwaggegk@imageshack.us,6/29/1961,China,2.02,Anthropology,127,"[{'grade_type': 'A_THROU_F', 'point_percent': 86, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 87, 'course': 'Physical Activity and Autonomy'}]"
Jacki,Paxforde,jpaxfordegl@biglobe.ne.jp,3/23/1976,Portugal,2.73,Political Science,118,"[{'grade_type': 'PASS_FAIL', 'point_percent': 85, 'course': 'Literary Genres'}, {'grade_type': 'A_THROU_F', 'point_percent': 88, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 91, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 80, 'course': 'Greco-Roman Tradition'}]"
Bunny,Yedall,byedallgm@blogs.com,2/14/1930,Indonesia,3.85,Philosophy,107,"[{'grade_type': 'AUDIT', 'point_percent': 76, 'course': 'Literary Genres'}, {'grade_type': 'PASS_FAIL', 'point_percent': 89, 'course': 'Sacred Writing'}, {'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Science: History and Methodology'}]"
Dionis,Anglim,danglimgn@hibu.com,10/18/1994,Tanzania,3.27,Mathematics,104,"[{'grade_type': 'AUDIT', 'point_percent': 77, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 78, 'course': 'Applied Themes in English'}]"
Caty,Agirre,cagirrego@jalbum.net,12/21/1973,Moldova,3.28,Sociology,91,"[{'grade_type': 'A_THROU_F', 'point_percent': 76, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 83, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 100, 'course': 'Intro to College English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 96, 'course': 'Modern History-19th and 20th Centuries'}]"
Mercedes,Yatman,myatmangp@vkontakte.ru,4/17/1975,Russia,3.37,Sociology,83,"[{'grade_type': 'A_THROU_F', 'point_percent': 82, 'course': 'Greco-Roman Tradition'}]"
Brandea,Fosdick,bfosdickgq@china.com.cn,4/8/1959,Panama,3.49,American Studies,95,"[{'grade_type': 'A_THROU_F', 'point_percent': 95, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 92, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'A_THROU_F', 'point_percent': 78, 'course': 'Modern Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 79, 'course': 'Ancient Philosophy'}]"
Griswold,Grewar,ggrewargr@joomla.org,7/7/1983,Latvia,3.67,American Studies,85,"[{'grade_type': 'A_THROU_F', 'point_percent': 84, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Ancient Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 95, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 78, 'course': 'Knowledge'}]"
,,,,,,Education,103,"[{'grade_type': 'AUDIT', 'point_percent': 91, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 90, 'course': 'Applied Themes in English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Post-Classical History'}, {'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'PASS_FAIL', 'point_percent': 78, 'course': 'Renaissance to Baroque Art'}]"
Fin,Jakoub,fjakoubgt@chron.com,4/22/1960,Brazil,2.97,Computer Science,113,"[{'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 90, 'course': 'World Views'}, {'grade_type': 'A_THROU_F', 'point_percent': 91, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'PASS_FAIL', 'point_percent': 96, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Hermione,Puddefoot,hpuddefootgu@stanford.edu,10/2/1972,Indonesia,2.52,Anthropology,110,"[{'grade_type': 'PASS_FAIL', 'point_percent': 98, 'course': 'Knowledge'}, {'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Ancient Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 80, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 100, 'course': 'Applied Themes in English'}]"
Gilli,Clampe,gclampegv@mapy.cz,1/9/1973,Argentina,2.15,Mathematics,93,"[{'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Intro to College English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 76, 'course': 'Literary Themes'}, {'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'Post-Classical History'}, {'grade_type': 'PASS_FAIL', 'point_percent': 75, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Physical Activity and Autonomy'}]"
Hilary,Valenta,hvalentagw@slate.com,8/13/1950,Brazil,3.3,Philosophy,92,"[{'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Modern Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 92, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 93, 'course': 'Post-Classical History'}, {'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'PASS_FAIL', 'point_percent': 89, 'course': 'Applied Ethics in Humanities'}]"
Rafe,Rudolph,rrudolphgx@amazon.de,4/24/1996,Philippines,3.65,Pre-Med,116,"[{'grade_type': 'A_THROU_F', 'point_percent': 81, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 97, 'course': 'Post-Classical History'}, {'grade_type': 'PASS_FAIL', 'point_percent': 83, 'course': 'Principles of Mathematics and Logic'}]"
Johnath,Landrick,jlandrickgy@hc360.com,9/16/1957,France,2.06,Education,105,"[{'grade_type': 'PASS_FAIL', 'point_percent': 83, 'course': 'Knowledge'}, {'grade_type': 'PASS_FAIL', 'point_percent': 85, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 94, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Cobb,Ballston,cballstongz@lycos.com,4/26/1977,Russia,3.42,Communications,92,"[{'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Post-Classical History'}, {'grade_type': 'A_THROU_F', 'point_percent': 79, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 92, 'course': 'Applied Ethics in Humanities'}]"
Jenn,Potkins,jpotkinsh0@slashdot.org,1/12/1984,Luxembourg,1.96,Political Science,113,"[{'grade_type': 'AUDIT', 'point_percent': 94, 'course': 'World Views'}, {'grade_type': 'AUDIT', 'point_percent': 85, 'course': 'Modern History-19th and 20th Centuries'}]"
Boigie,Milton-White,bmiltonwhiteh1@canalblog.com,12/13/1954,Bahrain,3.92,Economics,126,"[{'grade_type': 'PASS_FAIL', 'point_percent': 80, 'course': 'Physical Activity and Autonomy'}]"
Marquita,Feckey,mfeckeyh2@cbc.ca,10/17/1983,United States,2.72,Sociology,127,"[{'grade_type': 'A_THROU_F', 'point_percent': 88, 'course': 'Science: History and Methodology'}, {'grade_type': 'PASS_FAIL', 'point_percent': 97, 'course': 'Post-Classical History'}, {'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 99, 'course': 'Sacred Writing'}, {'grade_type': 'PASS_FAIL', 'point_percent': 92, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Harmony,Chamberlaine,hchamberlaineh3@pagesperso-orange.fr,12/11/1934,Indonesia,1.87,Pre-Med,115,"[{'grade_type': 'PASS_FAIL', 'point_percent': 78, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 99, 'course': 'Intro to College English'}, {'grade_type': 'AUDIT', 'point_percent': 82, 'course': 'Modern Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 83, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'A_THROU_F', 'point_percent': 90, 'course': 'Principles of Mathematics and Logic'}]"
Wilden,Bohden,wbohdenh4@weather.com,5/3/1921,Brazil,1.91,Philosophy,100,"[{'grade_type': 'A_THROU_F', 'point_percent': 99, 'course': 'Post-Classical History'}, {'grade_type': 'PASS_FAIL', 'point_percent': 96, 'course': 'Sacred Writing'}, {'grade_type': 'AUDIT', 'point_percent': 93, 'course': 'Science: History and Methodology'}]"
Diane,Barcroft,dbarcrofth5@rediff.com,1/25/1983,Indonesia,1.97,Philosophy,115,"[{'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Post-Classical History'}, {'grade_type': 'PASS_FAIL', 'point_percent': 78, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'AUDIT', 'point_percent': 99, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 76, 'course': 'Modern Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Intro to College English'}]"
Elisabeth,Songest,esongesth6@trellian.com,11/1/1926,Poland,2.78,Education,86,"[{'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'Science: History and Methodology'}, {'grade_type': 'AUDIT', 'point_percent': 85, 'course': 'Greco-Roman Tradition'}]"
Gertrud,Butting,gbuttingh7@si.edu,1/3/1941,China,2.14,Education,98,"[{'grade_type': 'AUDIT', 'point_percent': 75, 'course': 'Applied Themes in English'}]"
Esta,Paulack,epaulackh8@photobucket.com,9/9/1930,China,3.62,Economics,114,"[{'grade_type': 'A_THROU_F', 'point_percent': 91, 'course': 'Science: History and Methodology'}, {'grade_type': 'PASS_FAIL', 'point_percent': 97, 'course': 'Applied Themes in English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 75, 'course': 'Principles of Mathematics and Logic'}]"
Wadsworth,Josselsohn,wjosselsohnh9@icio.us,4/14/1930,Ukraine,2.65,Anthropology,89,"[{'grade_type': 'AUDIT', 'point_percent': 99, 'course': 'Principles of Mathematics and Logic'}]"
Lyon,Derricoat,lderricoatha@1688.com,4/13/1927,Brazil,3.36,Computer Science,120,"[{'grade_type': 'PASS_FAIL', 'point_percent': 86, 'course': 'Applied Ethics in Humanities'}]"
Dusty,Mc Combe,dmccombehb@freewebs.com,5/12/1993,Indonesia,3.97,Anthropology,101,"[{'grade_type': 'AUDIT', 'point_percent': 94, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Science: History and Methodology'}]"
Teodoor,Faldoe,tfaldoehc@tamu.edu,10/11/1965,Indonesia,3.16,Communications,122,"[{'grade_type': 'PASS_FAIL', 'point_percent': 97, 'course': 'Post-Classical History'}, {'grade_type': 'PASS_FAIL', 'point_percent': 96, 'course': 'Applied Themes in English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 96, 'course': 'Science: History and Methodology'}, {'grade_type': 'A_THROU_F', 'point_percent': 77, 'course': 'Ancient Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'World Views'}]"
Sonny,Stait,sstaithd@friendfeed.com,7/21/1982,Venezuela,2.65,Political Science,109,"[{'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Modern Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 79, 'course': 'Knowledge'}]"
Barnabe,Keel,bkeelhe@sfgate.com,7/12/1979,Dominican Republic,2.68,Economics,102,"[{'grade_type': 'AUDIT', 'point_percent': 99, 'course': 'Intro to College English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 97, 'course': 'Knowledge'}, {'grade_type': 'AUDIT', 'point_percent': 89, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 94, 'course': 'Post-Classical History'}, {'grade_type': 'AUDIT', 'point_percent': 80, 'course': 'Modern History-19th and 20th Centuries'}]"
Nicholas,Ondra,nondrahf@paypal.com,10/25/1963,China,3.87,Computer Science,99,"[{'grade_type': 'PASS_FAIL', 'point_percent': 92, 'course': 'Ancient Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 96, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Sacred Writing'}, {'grade_type': 'PASS_FAIL', 'point_percent': 89, 'course': 'Modern Philosophy'}]"
Alwyn,Kunath,akunathhg@cnet.com,2/16/1989,Iran,3.77,Anthropology,86,"[{'grade_type': 'A_THROU_F', 'point_percent': 76, 'course': 'Modern Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 96, 'course': 'Intro to College English'}, {'grade_type': 'A_THROU_F', 'point_percent': 95, 'course': 'Literary Themes'}, {'grade_type': 'PASS_FAIL', 'point_percent': 83, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'A_THROU_F', 'point_percent': 78, 'course': 'Renaissance to Baroque Art'}]"
